visit_id,customer_id,customer_name,age,phone,date,arrival_time,food_ordered,taste_rating,price_rating,avg_rating,how_many_with_him
V00963,C0054,Aisha Agarwal,37,9701680781,2025-12-26,2025-12-26 14:03:00,Chicken Burger,3,2,2.5,1
V00964,C0243,Priya Tyagi,33,9805648248,2025-12-26,2025-12-26 19:35:00,Chocolate Shake,4,1,2.5,3
V00965,C0037,Rajat Varshney,26,9743629819,2025-12-26,2025-12-26 11:22:00,Cold Coffee,5,2,3.5,1
V00966,C0123,Nitin Agarwal,43,9654597351,2025-12-26,2025-12-26 19:24:00,Veg Biryani,5,4,4.5,1
V00967,C0118,Sakshi Singh,56,9401720240,2025-12-26,2025-12-26 17:18:00,French Fries,3,2,2.5,2
V00968,C0158,Pallavi Agarwal,59,9749963956,2025-12-26,2025-12-26 20:09:00,Veg Biryani,2,4,3.0,2
V00969,C0072,Alisha Sharma,33,9774895369,2025-12-26,2025-12-26 13:16:00,Vegetable Chowmein,3,2,2.5,2
V00970,C0178,Anjali Saini,48,9651941229,2025-12-26,2025-12-26 21:55:00,Momos,2,5,3.5,1
V00971,C0364,Mohit Chauhan,55,9628637836,2025-12-26,2025-12-26 18:28:00,Chocolate Shake,1,4,2.5,3
V00972,C0226,Priya Mehta,38,9434718474,2025-12-26,2025-12-26 13:00:00,Cold Coffee,5,5,5.0,1
V00973,C0143,Neha Singh,23,9954148868,2025-12-26,2025-12-26 21:08:00,Cold Coffee,3,5,4.0,1
V00974,C0148,Deepak Gupta,57,9611371856,2025-12-26,2025-12-26 14:08:00,Veg Biryani,2,1,1.5,2
V00975,C0088,Simran Chauhan,33,9846067697,2025-12-26,2025-12-26 13:07:00,Pasta Alfredo,5,5,5.0,2
V00976,C0004,Jatin Patel,56,9750158611,2025-12-26,2025-12-26 19:03:00,Pepperoni Pizza,5,2,3.5,2
V00977,C0061,Rohan Varshney,60,9830803108,2025-12-26,2025-12-26 17:58:00,Spring Rolls,4,1,2.5,1
V00978,C0217,Manish Tyagi,36,9725539875,2025-12-26,2025-12-26 21:59:00,Momos,2,2,2.0,3
V00979,C0108,Rekha Yadav,49,9968728781,2025-12-26,2025-12-26 12:24:00,Paneer Roll,5,4,4.5,1
V00980,C0181,Rekha Saini,25,9320923735,2025-12-26,2025-12-26 17:00:00,Cold Coffee,5,2,3.5,1
V00981,C0013,Anil Mittal,36,9205174370,2025-12-26,2025-12-26 18:53:00,Veg Kabab,2,5,3.5,2
V00982,C0449,Kritika Gupta,39,9171951806,2025-12-26,2025-12-26 13:27:00,Mixed Fruit Juice,1,4,2.5,3
V00983,C0040,Sunny Mehta,18,9205608592,2025-12-26,2025-12-26 19:15:00,Mixed Fruit Juice,2,5,3.5,4
V00984,C0134,Arjun Chauhan,64,9199139018,2025-12-26,2025-12-26 12:35:00,Chicken Burger,3,2,2.5,2
V00985,C0155,Yogesh Mittal,61,9967239668,2025-12-26,2025-12-26 13:51:00,Margherita Pizza,3,5,4.0,2
V00986,C0249,Vikram Sharma,58,9722233980,2025-12-26,2025-12-26 13:23:00,Momos,3,4,3.5,2
V00987,C0078,Tanya Agarwal,38,9757824588,2025-12-26,2025-12-26 17:11:00,Cold Coffee,5,2,3.5,1
V00988,C0200,Anjali Mittal,21,9902790709,2025-12-26,2025-12-26 21:34:00,Pasta Alfredo,2,3,2.5,1
V00989,C0013,Anil Mittal,36,9205174370,2025-12-26,2025-12-26 12:22:00,Caesar Salad,1,1,1.0,4
V00990,C0195,Harsh Mittal,17,9310508107,2025-12-26,2025-12-26 14:31:00,Momos,3,5,4.0,1
V00991,C0090,Aisha Verma,51,9667488651,2025-12-26,2025-12-26 14:44:00,Spring Rolls,3,2,2.5,2
V00992,C0243,Priya Tyagi,33,9805648248,2025-12-26,2025-12-26 17:04:00,Paneer Roll,3,4,3.5,2
V00993,C0163,Kritika Yadav,65,9819463082,2025-12-26,2025-12-26 18:49:00,Pasta Alfredo,4,2,3.0,1
V00994,C0242,Divya Agarwal,27,9433261216,2025-12-26,2025-12-26 13:55:00,Chicken Biryani,4,1,2.5,3
V00995,C0128,Alisha Mittal,57,9665227054,2025-12-26,2025-12-26 14:11:00,Margherita Pizza,1,2,1.5,1
V00996,C0130,Rohan Mehta,18,9861419315,2025-12-26,2025-12-26 12:11:00,Mocktails,4,1,2.5,2
V00997,C0245,Pooja Saini,57,9871352988,2025-12-26,2025-12-26 19:41:00,Veg Burger,3,5,4.0,2
V00998,C0208,Karan Bansal,64,9463507598,2025-12-26,2025-12-26 18:14:00,Caesar Salad,2,3,2.5,1
V00999,C0245,Pooja Saini,57,9871352988,2025-12-26,2025-12-26 20:06:00,Veg Burger,3,5,4.0,4
V01000,C0192,Kritika Patel,54,9998656545,2025-12-26,2025-12-26 21:42:00,Mixed Fruit Juice,2,5,3.5,2
V01001,C0070,Jatin Mittal,23,9337874174,2025-12-27,2025-12-27 21:58:00,Margherita Pizza,2,2,2.0,4
V01002,C0002,Anu Saini,21,9034345546,2025-12-27,2025-12-27 20:22:00,Chicken Burger,1,4,2.5,1
V01003,C0146,Arjun Sharma,53,9292162454,2025-12-27,2025-12-27 14:41:00,Veg Biryani,4,5,4.5,2
V01004,C0005,Neha Singh,27,9211957817,2025-12-27,2025-12-27 14:36:00,Chicken Biryani,4,4,4.0,3
V01005,C0111,Rekha Bansal,53,9022139920,2025-12-27,2025-12-27 14:02:00,Vegetable Chowmein,3,2,2.5,1
V01006,C0200,Anjali Mittal,21,9902790709,2025-12-27,2025-12-27 17:48:00,Pasta Alfredo,1,1,1.0,2
V01007,C0011,Priya Mittal,28,9052048424,2025-12-27,2025-12-27 18:18:00,Veg Kabab,5,1,3.0,2
V01008,C0013,Anil Mittal,36,9205174370,2025-12-27,2025-12-27 12:52:00,Spring Rolls,2,2,2.0,1
V01009,C0034,Komal Saini,63,9260800342,2025-12-27,2025-12-27 21:31:00,Chocolate Shake,3,4,3.5,2
V01010,C0246,Hemant Varshney,37,9179076460,2025-12-27,2025-12-27 20:34:00,Pepperoni Pizza,3,5,4.0,3
V01011,C0234,Hemant Mittal,27,9394847560,2025-12-27,2025-12-27 13:21:00,Pepperoni Pizza,4,5,4.5,2
V01012,C0117,Simran Chauhan,30,9731257293,2025-12-27,2025-12-27 21:37:00,Chicken Burger,3,1,2.0,2
V01013,C0148,Deepak Gupta,57,9611371856,2025-12-27,2025-12-27 14:30:00,Veg Biryani,1,1,1.0,3
V01014,C0219,Harsh Tyagi,37,9836850029,2025-12-27,2025-12-27 18:58:00,Chicken Biryani,3,5,4.0,3
V01015,C0153,Raj Yadav,40,9658861576,2025-12-27,2025-12-27 14:59:00,Margherita Pizza,5,5,5.0,1
V01016,C0148,Deepak Gupta,57,9611371856,2025-12-27,2025-12-27 13:03:00,Veg Biryani,5,3,4.0,2
V01017,C0222,Amit Singh,37,9883554031,2025-12-27,2025-12-27 20:42:00,Veg Burger,1,4,2.5,2
V01018,C0113,Meera Saini,23,9845030820,2025-12-27,2025-12-27 12:03:00,Cold Coffee,2,2,2.0,2
V01019,C0114,Karan Patel,41,9393516482,2025-12-27,2025-12-27 20:44:00,Soft Drinks,2,3,2.5,2
V01020,C0281,Sunny Saini,36,9375875988,2025-12-27,2025-12-27 20:36:00,Mocktails,2,5,3.5,3
V01021,C0240,Tanya Gupta,64,9857756101,2025-12-27,2025-12-27 13:16:00,Veg Biryani,5,1,3.0,3
V01022,C0204,Nikhil Agarwal,60,9825189205,2025-12-27,2025-12-27 11:15:00,Caesar Salad,1,5,3.0,1
V01023,C0114,Karan Patel,41,9393516482,2025-12-27,2025-12-27 11:47:00,Soft Drinks,1,1,1.0,2
V01024,C0167,Pooja Saini,47,9711335832,2025-12-27,2025-12-27 14:48:00,Chicken Burger,1,1,1.0,2
V01025,C0149,Jatin Sharma,19,9887011820,2025-12-27,2025-12-27 13:14:00,French Fries,4,1,2.5,5
V01026,C0191,Raj Khan,41,9822164281,2025-12-27,2025-12-27 18:40:00,Veg Burger,4,1,2.5,2
V01027,C0062,Priya Singh,23,9040481658,2025-12-27,2025-12-27 21:29:00,Momos,1,5,3.0,2
V01028,C0096,Divya Yadav,32,9575069437,2025-12-27,2025-12-27 21:38:00,Mocktails,1,1,1.0,3
V01029,C0230,Divya Bansal,59,9912680568,2025-12-27,2025-12-27 13:42:00,Chicken Roll,5,2,3.5,4
V01030,C0338,Shruti Gupta,52,9971084194,2025-12-27,2025-12-27 21:09:00,Mixed Fruit Juice,2,4,3.0,4
V01031,C0233,Tarun Yadav,44,9622613055,2025-12-27,2025-12-27 18:17:00,Spring Rolls,1,2,1.5,1
V01032,C0060,Amit Sharma,20,9950233229,2025-12-27,2025-12-27 12:56:00,Veg Biryani,4,5,4.5,1
V01033,C0034,Komal Saini,63,9260800342,2025-12-27,2025-12-27 21:20:00,Chocolate Shake,4,5,4.5,4
V01034,C0125,Deepak Bansal,53,9897052504,2025-12-27,2025-12-27 18:19:00,Caesar Salad,3,4,3.5,1
V01035,C0101,Mohit Patel,50,9601594006,2025-12-27,2025-12-27 20:18:00,Vegetable Chowmein,2,5,3.5,2
V01036,C0233,Tarun Yadav,44,9622613055,2025-12-27,2025-12-27 17:16:00,Spring Rolls,2,5,3.5,1
V01037,C0168,Mohit Singh,51,9961951768,2025-12-27,2025-12-27 20:55:00,Spring Rolls,5,4,4.5,2
V01038,C0100,Aisha Sharma,25,9129304340,2025-12-27,2025-12-27 12:39:00,Mixed Fruit Juice,3,4,3.5,2
V01039,C0144,Anu Singh,51,9547088629,2025-12-27,2025-12-27 19:37:00,Cold Coffee,5,5,5.0,1
V01040,C0105,Yogesh Chauhan,20,9925362296,2025-12-27,2025-12-27 14:57:00,Vegetable Chowmein,1,4,2.5,2
V01041,C0082,Suresh Varshney,28,9592624783,2025-12-27,2025-12-27 21:34:00,Veg Burger,2,1,1.5,3
V01042,C0010,Shruti Mittal,56,9646112504,2025-12-27,2025-12-27 17:56:00,Spring Rolls,3,4,3.5,3
V01043,C0207,Harsh Agarwal,60,9657181259,2025-12-27,2025-12-27 14:26:00,Mocktails,3,5,4.0,1
V01044,C0040,Sunny Mehta,18,9205608592,2025-12-27,2025-12-27 12:33:00,Mixed Fruit Juice,5,2,3.5,1
V01045,C0152,Sakshi Mehta,33,9726954195,2025-12-27,2025-12-27 19:21:00,French Fries,3,2,2.5,2
V01046,C0121,Nitin Tyagi,21,9263173399,2025-12-27,2025-12-27 12:11:00,Margherita Pizza,1,5,3.0,1
V01047,C0127,Raj Verma,22,9188528888,2025-12-27,2025-12-27 14:44:00,Caesar Salad,5,5,5.0,2
V01048,C0040,Sunny Mehta,18,9205608592,2025-12-27,2025-12-27 19:21:00,Mixed Fruit Juice,4,4,4.0,5
V01049,C0074,Anjali Mehta,19,9034766775,2025-12-27,2025-12-27 20:33:00,Vegetable Chowmein,2,3,2.5,2
V01050,C0500,Rekha Singh,58,9804537986,2025-12-27,2025-12-27 17:34:00,Momos,4,3,3.5,2
V01051,C0169,Priya Sharma,49,9656185977,2025-12-27,2025-12-27 13:29:00,Caesar Salad,4,3,3.5,1
V01052,C0207,Harsh Agarwal,60,9657181259,2025-12-27,2025-12-27 20:08:00,Mocktails,2,2,2.0,1
V01053,C0165,Suresh Khan,50,9574601481,2025-12-27,2025-12-27 20:34:00,Soft Drinks,3,2,2.5,1
V01054,C0035,Kavita Agarwal,40,9641005443,2025-12-27,2025-12-27 14:11:00,Margherita Pizza,1,1,1.0,2
V01055,C0237,Divya Singh,47,9316153126,2025-12-27,2025-12-27 17:39:00,Pasta Alfredo,1,2,1.5,3
V01056,C0175,Sakshi Sharma,35,9544200071,2025-12-27,2025-12-27 21:20:00,Vegetable Chowmein,1,2,1.5,1
V01057,C0181,Rekha Saini,25,9320923735,2025-12-27,2025-12-27 21:17:00,Cold Coffee,5,4,4.5,2
V01058,C0022,Ritika Sharma,36,9853363610,2025-12-27,2025-12-27 21:46:00,Veg Kabab,4,4,4.0,1
V01059,C0017,Neha Patel,53,9463994718,2025-12-27,2025-12-27 19:36:00,Caesar Salad,1,2,1.5,1
V01060,C0040,Sunny Mehta,18,9205608592,2025-12-27,2025-12-27 13:59:00,Mixed Fruit Juice,2,3,2.5,1
V01061,C0261,Anjali Saini,42,9019469220,2025-12-27,2025-12-27 11:19:00,French Fries,3,5,4.0,1
V01062,C0006,Jatin Singh,53,9822659936,2025-12-27,2025-12-27 14:03:00,Vegetable Chowmein,5,2,3.5,2
V01063,C0045,Deepak Gupta,56,9154800500,2025-12-27,2025-12-27 14:55:00,Soft Drinks,2,1,1.5,2
V01064,C0374,Raj Yadav,31,9395065498,2025-12-27,2025-12-27 17:52:00,Margherita Pizza,2,5,3.5,1
V01065,C0048,Ritika Gupta,41,9222192496,2025-12-27,2025-12-27 19:33:00,Chicken Biryani,4,1,2.5,3
V01066,C0156,Sonam Bansal,59,9321559545,2025-12-27,2025-12-27 12:52:00,Pepperoni Pizza,1,5,3.0,1
V01067,C0212,Alisha Tyagi,40,9412331117,2025-12-27,2025-12-27 18:06:00,Chicken Roll,2,1,1.5,1
V01068,C0222,Amit Singh,37,9883554031,2025-12-27,2025-12-27 18:44:00,Veg Burger,1,2,1.5,1
V01069,C0142,Shruti Tyagi,33,9849870384,2025-12-27,2025-12-27 20:55:00,Vegetable Chowmein,5,3,4.0,1
V01070,C0163,Kritika Yadav,65,9819463082,2025-12-27,2025-12-27 12:09:00,Pasta Alfredo,2,5,3.5,2
V01071,C0235,Kavita Agarwal,55,9630658910,2025-12-27,2025-12-27 14:46:00,Chicken Roll,3,2,2.5,2
V01072,C0317,Rajat Agarwal,30,9369110532,2025-12-27,2025-12-27 19:47:00,Chicken Roll,4,3,3.5,2
V01073,C0079,Manish Mehta,41,9653856786,2025-12-27,2025-12-27 17:24:00,Momos,2,2,2.0,1
V01074,C0192,Kritika Patel,54,9998656545,2025-12-27,2025-12-27 14:16:00,Mixed Fruit Juice,3,3,3.0,1
V01075,C0037,Rajat Varshney,26,9743629819,2025-12-27,2025-12-27 19:25:00,Cold Coffee,3,5,4.0,3
V01076,C0236,Aisha Verma,44,9193758990,2025-12-27,2025-12-27 19:54:00,Paneer Roll,5,3,4.0,2
V01077,C0121,Nitin Tyagi,21,9263173399,2025-12-27,2025-12-27 21:55:00,Margherita Pizza,2,2,2.0,4
V01078,C0005,Neha Singh,27,9211957817,2025-12-27,2025-12-27 11:44:00,Chicken Biryani,3,4,3.5,2
V01079,C0220,Simran Varshney,27,9686656143,2025-12-27,2025-12-27 19:19:00,Veg Kabab,5,2,3.5,3
V01080,C0183,Manish Mehta,16,9452509294,2025-12-27,2025-12-27 13:59:00,Caesar Salad,3,2,2.5,1
V01081,C0189,Komal Mehta,47,9026750311,2025-12-27,2025-12-27 13:21:00,French Fries,5,3,4.0,1
V01082,C0065,Anjali Patel,22,9102839329,2025-12-27,2025-12-27 17:40:00,Mixed Fruit Juice,2,5,3.5,2
V01083,C0240,Tanya Gupta,64,9857756101,2025-12-27,2025-12-27 18:22:00,Veg Biryani,1,4,2.5,3
V01084,C0062,Priya Singh,23,9040481658,2025-12-27,2025-12-27 13:58:00,Momos,1,3,2.0,1
V01085,C0012,Rohan Singh,61,9425227837,2025-12-27,2025-12-27 21:58:00,Chocolate Shake,1,3,2.0,1
V01086,C0066,Shruti Agarwal,47,9315012524,2025-12-27,2025-12-27 20:14:00,Vegetable Chowmein,2,1,1.5,4
V01087,C0129,Suresh Singh,17,9609532442,2025-12-27,2025-12-27 11:46:00,Chicken Biryani,5,1,3.0,2
V01088,C0195,Harsh Mittal,17,9310508107,2025-12-27,2025-12-27 19:07:00,Momos,4,1,2.5,3
V01089,C0031,Priya Tyagi,41,9821081564,2025-12-27,2025-12-27 19:40:00,Chicken Burger,2,1,1.5,2
V01090,C0486,Nitin Chauhan,65,9323212296,2025-12-27,2025-12-27 21:27:00,Chicken Burger,3,4,3.5,3
V01091,C0021,Mohit Sharma,18,9892372448,2025-12-27,2025-12-27 13:11:00,Soft Drinks,4,4,4.0,2
V01092,C0203,Rekha Varshney,25,9060934542,2025-12-27,2025-12-27 19:45:00,Chicken Biryani,3,3,3.0,2
V01093,C0136,Amit Chauhan,35,9406724749,2025-12-27,2025-12-27 21:56:00,Soft Drinks,5,1,3.0,2
V01094,C0155,Yogesh Mittal,61,9967239668,2025-12-27,2025-12-27 12:43:00,Margherita Pizza,4,1,2.5,2
V01095,C0073,Suresh Verma,27,9427171317,2025-12-27,2025-12-27 11:35:00,Chicken Burger,4,3,3.5,3
V01096,C0149,Jatin Sharma,19,9887011820,2025-12-27,2025-12-27 11:37:00,French Fries,4,1,2.5,1
V01097,C0121,Nitin Tyagi,21,9263173399,2025-12-27,2025-12-27 19:23:00,Margherita Pizza,4,4,4.0,1
V01098,C0149,Jatin Sharma,19,9887011820,2025-12-27,2025-12-27 21:56:00,French Fries,3,2,2.5,3
V01099,C0299,Kritika Saini,65,9211399398,2025-12-27,2025-12-27 20:24:00,Paneer Roll,3,1,2.0,2
V01100,C0175,Sakshi Sharma,35,9544200071,2025-12-27,2025-12-27 18:57:00,Chicken Burger,3,3,3.0,2
V01101,C0109,Meera Bansal,45,9767996109,2025-12-27,2025-12-27 18:49:00,Chicken Roll,5,3,4.0,2
V01102,C0220,Simran Varshney,27,9686656143,2025-12-27,2025-12-27 12:27:00,Veg Kabab,4,3,3.5,2
V01103,C0039,Harsh Mehta,63,9586638892,2025-12-27,2025-12-27 18:29:00,Pepperoni Pizza,5,1,3.0,1
V01104,C0158,Pallavi Agarwal,59,9749963956,2025-12-27,2025-12-27 20:44:00,Veg Biryani,1,3,2.0,1
V01105,C0065,Anjali Patel,22,9102839329,2025-12-27,2025-12-27 12:59:00,Mixed Fruit Juice,5,4,4.5,2
V01106,C0105,Yogesh Chauhan,20,9925362296,2025-12-27,2025-12-27 12:38:00,Vegetable Chowmein,2,3,2.5,1
V01107,C0136,Amit Chauhan,35,9406724749,2025-12-27,2025-12-27 19:23:00,Soft Drinks,3,2,2.5,1
V01108,C0246,Hemant Varshney,37,9179076460,2025-12-27,2025-12-27 21:12:00,Pepperoni Pizza,2,1,1.5,3
V01109,C0247,Neha Patel,18,9365336088,2025-12-27,2025-12-27 14:57:00,Mixed Fruit Juice,1,3,2.0,2
V01110,C0249,Vikram Sharma,58,9722233980,2025-12-27,2025-12-27 18:35:00,Momos,5,1,3.0,1
V01111,C0139,Pooja Tyagi,55,9849404998,2025-12-27,2025-12-27 17:23:00,Chicken Burger,2,1,1.5,3
V01112,C0119,Manish Mehta,55,9749019280,2025-12-27,2025-12-27 20:54:00,Pepperoni Pizza,2,1,1.5,1
V01113,C0250,Ritika Khan,33,9547211648,2025-12-27,2025-12-27 18:10:00,French Fries,2,1,1.5,1
V01114,C0199,Sonam Chauhan,17,9632048145,2025-12-27,2025-12-27 19:11:00,Soft Drinks,5,5,5.0,2
V01115,C0066,Shruti Agarwal,47,9315012524,2025-12-27,2025-12-27 14:38:00,Vegetable Chowmein,5,2,3.5,5
V01116,C0232,Tanya Singh,45,9295353529,2025-12-27,2025-12-27 13:25:00,Chicken Roll,4,3,3.5,1
V01117,C0289,Manish Tyagi,30,9166610866,2025-12-27,2025-12-27 11:08:00,Chocolate Shake,1,1,1.0,2
V01118,C0231,Hemant Verma,19,9377800442,2025-12-27,2025-12-27 18:50:00,Chicken Burger,4,3,3.5,2
V01119,C0129,Suresh Singh,17,9609532442,2025-12-27,2025-12-27 14:38:00,Chicken Biryani,5,3,4.0,2
V01120,C0234,Hemant Mittal,27,9394847560,2025-12-27,2025-12-27 21:30:00,Pepperoni Pizza,2,4,3.0,1
V01121,C0187,Jatin Varshney,44,9957311581,2025-12-27,2025-12-27 21:24:00,Vegetable Chowmein,2,5,3.5,3
V01122,C0022,Ritika Sharma,36,9853363610,2025-12-27,2025-12-27 13:22:00,Veg Kabab,4,2,3.0,2
V01123,C0162,Sunny Mehta,18,9474818843,2025-12-27,2025-12-27 14:54:00,Veg Biryani,1,1,1.0,1
V01124,C0212,Alisha Tyagi,40,9412331117,2025-12-27,2025-12-27 18:06:00,Chicken Roll,2,3,2.5,3
V01125,C0132,Komal Agarwal,54,9016956191,2025-12-27,2025-12-27 11:49:00,Chocolate Shake,5,4,4.5,2
V01126,C0116,Vikram Verma,29,9660356823,2025-12-27,2025-12-27 13:16:00,French Fries,1,5,3.0,3
V01127,C0002,Anu Saini,21,9034345546,2025-12-27,2025-12-27 12:48:00,Veg Biryani,2,4,3.0,2
V01128,C0001,Anu Singh,26,9456617154,2025-12-27,2025-12-27 19:11:00,Chicken Burger,5,2,3.5,1
V01129,C0011,Priya Mittal,28,9052048424,2025-12-27,2025-12-27 13:44:00,French Fries,3,3,3.0,2
V01130,C0108,Rekha Yadav,49,9968728781,2025-12-27,2025-12-27 13:42:00,Paneer Roll,3,2,2.5,2
V01131,C0057,Rekha Patel,52,9514574710,2025-12-27,2025-12-27 19:36:00,Cold Coffee,2,4,3.0,1
V01132,C0132,Komal Agarwal,54,9016956191,2025-12-27,2025-12-27 12:56:00,Chocolate Shake,4,1,2.5,2
V01133,C0105,Yogesh Chauhan,20,9925362296,2025-12-27,2025-12-27 12:24:00,Vegetable Chowmein,3,1,2.0,2
V01134,C0089,Tanya Verma,29,9025254433,2025-12-27,2025-12-27 17:18:00,Paneer Roll,1,3,2.0,1
V01135,C0046,Nikhil Sharma,33,9830523274,2025-12-27,2025-12-27 21:07:00,Chicken Roll,1,2,1.5,1
V01136,C0045,Deepak Gupta,56,9154800500,2025-12-27,2025-12-27 20:17:00,Soft Drinks,2,2,2.0,1
V01137,C0047,Komal Singh,29,9067243054,2025-12-27,2025-12-27 11:29:00,French Fries,2,3,2.5,1
V01138,C0310,Amit Khan,30,9769850512,2025-12-27,2025-12-27 18:46:00,Chocolate Shake,5,4,4.5,2
V01139,C0236,Aisha Verma,44,9193758990,2025-12-27,2025-12-27 21:12:00,Paneer Roll,3,5,4.0,2
V01140,C0249,Vikram Sharma,58,9722233980,2025-12-27,2025-12-27 20:39:00,Momos,3,4,3.5,2
V01141,C0175,Sakshi Sharma,35,9544200071,2025-12-27,2025-12-27 13:07:00,Caesar Salad,1,1,1.0,1
V01142,C0246,Hemant Varshney,37,9179076460,2025-12-27,2025-12-27 11:52:00,Pepperoni Pizza,1,2,1.5,1
V01143,C0108,Rekha Yadav,49,9968728781,2025-12-27,2025-12-27 14:13:00,Paneer Roll,2,1,1.5,1
V01144,C0113,Meera Saini,23,9845030820,2025-12-27,2025-12-27 13:02:00,Cold Coffee,2,3,2.5,2
V01145,C0117,Simran Chauhan,30,9731257293,2025-12-27,2025-12-27 12:16:00,Chicken Burger,3,5,4.0,2
V01146,C0190,Meera Sharma,65,9424745603,2025-12-27,2025-12-27 20:49:00,Veg Burger,1,4,2.5,1
V01147,C0102,Tanya Patel,59,9851433854,2025-12-27,2025-12-27 12:16:00,Soft Drinks,4,4,4.0,1
V01148,C0194,Karan Yadav,65,9759550609,2025-12-27,2025-12-27 21:57:00,Momos,1,2,1.5,1
V01149,C0021,Mohit Sharma,18,9892372448,2025-12-27,2025-12-27 13:33:00,Soft Drinks,2,2,2.0,2
V01150,C0122,Deepak Saini,50,9130617650,2025-12-27,2025-12-27 17:43:00,Veg Burger,5,1,3.0,2
V01151,C0216,Hemant Bansal,41,9133551948,2025-12-27,2025-12-27 19:04:00,Cold Coffee,2,5,3.5,2
V01152,C0085,Rohan Agarwal,21,9803601080,2025-12-27,2025-12-27 14:15:00,Vegetable Chowmein,4,2,3.0,2
V01153,C0022,Ritika Sharma,36,9853363610,2025-12-27,2025-12-27 19:13:00,Veg Kabab,2,5,3.5,2
V01154,C0141,Jatin Yadav,32,9331213670,2025-12-27,2025-12-27 18:22:00,Chocolate Shake,5,2,3.5,1
V01155,C0039,Harsh Mehta,63,9586638892,2025-12-27,2025-12-27 18:11:00,Vegetable Chowmein,2,1,1.5,1
V01156,C0391,Divya Gupta,44,9040321579,2025-12-27,2025-12-27 18:35:00,Paneer Roll,5,5,5.0,4
V01157,C0051,Sonam Verma,46,9372278958,2025-12-27,2025-12-27 14:24:00,Caesar Salad,1,1,1.0,2
V01158,C0028,Hemant Mittal,39,9605626441,2025-12-27,2025-12-27 21:50:00,Margherita Pizza,2,3,2.5,5
V01159,C0125,Deepak Bansal,53,9897052504,2025-12-27,2025-12-27 19:08:00,Caesar Salad,1,3,2.0,3
V01160,C0012,Rohan Singh,61,9425227837,2025-12-27,2025-12-27 21:12:00,Chocolate Shake,3,5,4.0,2
V01161,C0108,Rekha Yadav,49,9968728781,2025-12-27,2025-12-27 14:28:00,Paneer Roll,4,1,2.5,2
V01162,C0178,Anjali Saini,48,9651941229,2025-12-27,2025-12-27 19:43:00,Mixed Fruit Juice,3,5,4.0,2
V01163,C0111,Rekha Bansal,53,9022139920,2025-12-27,2025-12-27 21:42:00,Vegetable Chowmein,1,3,2.0,2
V01164,C0053,Nitin Agarwal,45,9628526455,2025-12-27,2025-12-27 18:59:00,French Fries,2,2,2.0,4
V01165,C0123,Nitin Agarwal,43,9654597351,2025-12-27,2025-12-27 19:11:00,Veg Biryani,3,1,2.0,1
V01166,C0439,Rajat Saini,38,9978736998,2025-12-27,2025-12-27 21:18:00,Cold Coffee,1,3,2.0,1
V01167,C0142,Shruti Tyagi,33,9849870384,2025-12-27,2025-12-27 17:13:00,Vegetable Chowmein,2,4,3.0,1
V01168,C0064,Tarun Khan,27,9628559216,2025-12-27,2025-12-27 19:32:00,Pepperoni Pizza,1,2,1.5,2
V01169,C0005,Neha Singh,27,9211957817,2025-12-27,2025-12-27 21:23:00,Veg Kabab,3,1,2.0,3
V01170,C0080,Raj Yadav,23,9443588056,2025-12-27,2025-12-27 21:43:00,Chicken Roll,4,4,4.0,1
V01171,C0012,Rohan Singh,61,9425227837,2025-12-27,2025-12-27 19:50:00,Chocolate Shake,2,3,2.5,4
V01172,C0177,Anu Tyagi,28,9714280738,2025-12-27,2025-12-27 19:17:00,Veg Biryani,5,2,3.5,1
V01173,C0002,Anu Saini,21,9034345546,2025-12-27,2025-12-27 18:10:00,Chicken Burger,4,2,3.0,3
V01174,C0200,Anjali Mittal,21,9902790709,2025-12-27,2025-12-27 21:41:00,Pasta Alfredo,3,5,4.0,2
V01175,C0044,Pooja Chauhan,37,9005557503,2025-12-27,2025-12-27 12:30:00,Veg Kabab,4,5,4.5,3
V01176,C0083,Harsh Bansal,38,9077208472,2025-12-27,2025-12-27 13:41:00,Mocktails,3,3,3.0,3
V01177,C0274,Neha Agarwal,37,9422693713,2025-12-27,2025-12-27 17:23:00,Chicken Burger,2,5,3.5,1
V01178,C0146,Arjun Sharma,53,9292162454,2025-12-27,2025-12-27 13:00:00,Veg Biryani,5,4,4.5,1
V01179,C0155,Yogesh Mittal,61,9967239668,2025-12-27,2025-12-27 19:37:00,Margherita Pizza,2,3,2.5,2
V01180,C0007,Harsh Patel,41,9410474291,2025-12-27,2025-12-27 20:29:00,Chicken Burger,5,2,3.5,1
V01181,C0174,Pallavi Khan,45,9614312793,2025-12-27,2025-12-27 21:09:00,Vegetable Chowmein,2,3,2.5,4
V01182,C0155,Yogesh Mittal,61,9967239668,2025-12-27,2025-12-27 12:52:00,Margherita Pizza,2,1,1.5,3
V01183,C0103,Meera Patel,30,9578858604,2025-12-27,2025-12-27 13:46:00,French Fries,5,3,4.0,2
V01184,C0119,Manish Mehta,55,9749019280,2025-12-27,2025-12-27 18:17:00,Pepperoni Pizza,2,4,3.0,1
V01185,C0108,Rekha Yadav,49,9968728781,2025-12-27,2025-12-27 12:13:00,Paneer Roll,1,5,3.0,3
V01186,C0010,Shruti Mittal,56,9646112504,2025-12-27,2025-12-27 11:20:00,Spring Rolls,5,4,4.5,1
