visit_id,customer_id,customer_name,age,phone,date,arrival_time,food_ordered,taste_rating,price_rating,avg_rating,how_many_with_him,Avg_Taste,Avg_Price,Cluster,Prev_Cluster,Cluster_Changed
V01599,C0055,Nitin Mehta,57,9859753836,2025-12-28,2025-12-28 13:48:00,Pepperoni Pizza,2,2,2.0,3,2.0,2.0,1,6.0,True
V02231,C0055,Nitin Mehta,57,9859753836,2025-12-29,2025-12-29 18:37:00,Pepperoni Pizza,1,2,1.5,1,1.0,2.0,1,1.0,False
V02670,C0055,Nitin Mehta,57,9859753836,2025-12-30,2025-12-30 19:05:00,Pepperoni Pizza,3,3,3.0,1,4.2,2.8,4,1.0,True
V02738,C0055,Nitin Mehta,57,9859753836,2025-12-30,2025-12-30 17:02:00,Pepperoni Pizza,5,1,3.0,1,4.2,2.8,4,4.0,False
V02754,C0055,Nitin Mehta,57,9859753836,2025-12-30,2025-12-30 11:28:00,Pepperoni Pizza,5,4,4.5,3,4.2,2.8,4,4.0,False
V02813,C0055,Nitin Mehta,57,9859753836,2025-12-30,2025-12-30 11:46:00,Pepperoni Pizza,3,1,2.0,2,4.2,2.8,4,4.0,False
V02904,C0055,Nitin Mehta,57,9859753836,2025-12-30,2025-12-30 12:22:00,Pepperoni Pizza,5,5,5.0,1,4.2,2.8,4,4.0,False
V03137,C0055,Nitin Mehta,57,9859753836,2025-12-31,2025-12-31 13:10:00,Pepperoni Pizza,1,4,2.5,1,3.0,2.6666666666666665,0,4.0,True
V03217,C0055,Nitin Mehta,57,9859753836,2025-12-31,2025-12-31 14:46:00,Pepperoni Pizza,5,2,3.5,3,3.0,2.6666666666666665,0,0.0,False
V03292,C0055,Nitin Mehta,57,9859753836,2025-12-31,2025-12-31 13:37:00,Pepperoni Pizza,3,2,2.5,3,3.0,2.6666666666666665,0,0.0,False
V03614,C0055,Nitin Mehta,57,9859753836,2026-01-01,2026-01-01 12:00:00,Pepperoni Pizza,4,3,3.5,1,4.0,3.0,4,0.0,True
V04075,C0055,Nitin Mehta,57,9859753836,2026-01-02,2026-01-02 13:55:00,Momos,4,2,3.0,2,4.0,3.0,4,4.0,False
V04347,C0055,Nitin Mehta,57,9859753836,2026-01-02,2026-01-02 18:53:00,Pepperoni Pizza,4,4,4.0,3,4.0,3.0,4,4.0,False
V04673,C0055,Nitin Mehta,57,9859753836,2026-01-03,2026-01-03 14:56:00,Pepperoni Pizza,4,1,2.5,2,4.0,2.0,3,4.0,True
V04962,C0055,Nitin Mehta,57,9859753836,2026-01-03,2026-01-03 17:03:00,Pepperoni Pizza,4,3,3.5,1,4.0,2.0,3,3.0,False
V05118,C0055,Nitin Mehta,57,9859753836,2026-01-04,2026-01-04 12:11:00,Pepperoni Pizza,5,5,5.0,2,4.0,4.666666666666667,2,3.0,True
V05237,C0055,Nitin Mehta,57,9859753836,2026-01-04,2026-01-04 13:05:00,Pepperoni Pizza,2,4,3.0,3,4.0,4.666666666666667,2,2.0,False
V05439,C0055,Nitin Mehta,57,9859753836,2026-01-04,2026-01-04 13:23:00,Pepperoni Pizza,5,5,5.0,2,4.0,4.666666666666667,2,2.0,False
V05559,C0055,Nitin Mehta,57,9859753836,2026-01-05,2026-01-05 13:11:00,Pepperoni Pizza,4,5,4.5,3,3.75,4.0,2,2.0,False
V05715,C0055,Nitin Mehta,57,9859753836,2026-01-05,2026-01-05 11:01:00,Pepperoni Pizza,4,2,3.0,2,3.75,4.0,2,2.0,False
V05796,C0055,Nitin Mehta,57,9859753836,2026-01-05,2026-01-05 21:36:00,Pepperoni Pizza,2,4,3.0,1,3.75,4.0,2,2.0,False
V05807,C0055,Nitin Mehta,57,9859753836,2026-01-05,2026-01-05 17:37:00,Pepperoni Pizza,5,5,5.0,1,3.75,4.0,2,2.0,False
V06720,C0055,Nitin Mehta,57,9859753836,2026-01-07,2026-01-07 18:00:00,Pepperoni Pizza,1,5,3.0,2,1.3333333333333333,3.6666666666666665,6,2.0,True
V06759,C0055,Nitin Mehta,57,9859753836,2026-01-07,2026-01-07 11:58:00,Pepperoni Pizza,1,5,3.0,5,1.3333333333333333,3.6666666666666665,6,6.0,False
V06896,C0055,Nitin Mehta,57,9859753836,2026-01-07,2026-01-07 12:00:00,Pepperoni Pizza,2,1,1.5,1,1.3333333333333333,3.6666666666666665,6,6.0,False
V07013,C0055,Nitin Mehta,57,9859753836,2026-01-08,2026-01-08 19:23:00,Pepperoni Pizza,3,5,4.0,1,4.0,5.0,2,6.0,True
V07199,C0055,Nitin Mehta,57,9859753836,2026-01-08,2026-01-08 19:05:00,Pepperoni Pizza,5,5,5.0,1,4.0,5.0,2,2.0,False
V00018,C0056,Alisha Sharma,24,9752941528,2025-12-25,2025-12-25 12:49:00,Spring Rolls,4,3,3.5,2,2.0,2.75,6,,True
V00049,C0056,Alisha Sharma,24,9752941528,2025-12-25,2025-12-25 19:33:00,Spring Rolls,2,4,3.0,2,2.0,2.75,6,6.0,False
V00204,C0056,Alisha Sharma,24,9752941528,2025-12-25,2025-12-25 20:13:00,Spring Rolls,1,3,2.0,2,2.0,2.75,6,6.0,False
V00462,C0056,Alisha Sharma,24,9752941528,2025-12-25,2025-12-25 14:34:00,Spring Rolls,1,1,1.0,2,2.0,2.75,6,6.0,False
V00579,C0056,Alisha Sharma,24,9752941528,2025-12-26,2025-12-26 14:56:00,Spring Rolls,5,1,3.0,1,3.5,3.0,0,6.0,True
V00653,C0056,Alisha Sharma,24,9752941528,2025-12-26,2025-12-26 17:32:00,Spring Rolls,2,5,3.5,1,3.5,3.0,0,0.0,False
V01447,C0056,Alisha Sharma,24,9752941528,2025-12-27,2025-12-27 19:32:00,Spring Rolls,1,1,1.0,1,1.0,1.0,1,0.0,True
V01556,C0056,Alisha Sharma,24,9752941528,2025-12-28,2025-12-28 18:17:00,Spring Rolls,2,4,3.0,1,1.6666666666666667,3.6666666666666665,6,1.0,True
V01789,C0056,Alisha Sharma,24,9752941528,2025-12-28,2025-12-28 13:42:00,Spring Rolls,2,2,2.0,2,1.6666666666666667,3.6666666666666665,6,6.0,False
V01889,C0056,Alisha Sharma,24,9752941528,2025-12-28,2025-12-28 14:58:00,Spring Rolls,1,5,3.0,2,1.6666666666666667,3.6666666666666665,6,6.0,False
V03032,C0056,Alisha Sharma,24,9752941528,2025-12-31,2025-12-31 17:14:00,Spring Rolls,3,2,2.5,2,3.3333333333333335,2.6666666666666665,0,6.0,True
V03136,C0056,Alisha Sharma,24,9752941528,2025-12-31,2025-12-31 14:16:00,Spring Rolls,5,3,4.0,2,3.3333333333333335,2.6666666666666665,0,0.0,False
V03463,C0056,Alisha Sharma,24,9752941528,2025-12-31,2025-12-31 11:32:00,Spring Rolls,2,3,2.5,1,3.3333333333333335,2.6666666666666665,0,0.0,False
V03655,C0056,Alisha Sharma,24,9752941528,2026-01-01,2026-01-01 12:26:00,Spring Rolls,1,3,2.0,2,1.25,3.5,6,0.0,True
V03906,C0056,Alisha Sharma,24,9752941528,2026-01-01,2026-01-01 20:33:00,Spring Rolls,1,5,3.0,3,1.25,3.5,6,6.0,False
V03936,C0056,Alisha Sharma,24,9752941528,2026-01-01,2026-01-01 11:56:00,Spring Rolls,2,2,2.0,2,1.25,3.5,6,6.0,False
V03990,C0056,Alisha Sharma,24,9752941528,2026-01-01,2026-01-01 19:48:00,Spring Rolls,1,4,2.5,2,1.25,3.5,6,6.0,False
V04093,C0056,Alisha Sharma,24,9752941528,2026-01-02,2026-01-02 18:56:00,Spring Rolls,5,3,4.0,1,5.0,2.5,4,6.0,True
V04301,C0056,Alisha Sharma,24,9752941528,2026-01-02,2026-01-02 21:48:00,Spring Rolls,5,2,3.5,1,5.0,2.5,4,4.0,False
V04686,C0056,Alisha Sharma,24,9752941528,2026-01-03,2026-01-03 13:03:00,Spring Rolls,4,2,3.0,2,4.0,2.0,3,4.0,True
V05912,C0056,Alisha Sharma,24,9752941528,2026-01-05,2026-01-05 20:46:00,Spring Rolls,3,5,4.0,2,3.0,5.0,5,3.0,True
V06040,C0056,Alisha Sharma,24,9752941528,2026-01-06,2026-01-06 21:45:00,Spring Rolls,1,4,2.5,4,1.0,3.0,6,5.0,True
V06061,C0056,Alisha Sharma,24,9752941528,2026-01-06,2026-01-06 13:39:00,Spring Rolls,1,2,1.5,2,1.0,3.0,6,6.0,False
V06686,C0056,Alisha Sharma,24,9752941528,2026-01-07,2026-01-07 19:08:00,Spring Rolls,2,2,2.0,3,3.5,1.5,3,6.0,True
V06729,C0056,Alisha Sharma,24,9752941528,2026-01-07,2026-01-07 20:35:00,Spring Rolls,5,1,3.0,4,3.5,1.5,3,3.0,False
V07624,C0056,Alisha Sharma,24,9752941528,2026-01-09,2026-01-09 17:06:00,Spring Rolls,2,3,2.5,2,2.5,4.0,5,3.0,True
V07819,C0056,Alisha Sharma,24,9752941528,2026-01-09,2026-01-09 18:05:00,Spring Rolls,3,5,4.0,2,2.5,4.0,5,5.0,False
V00052,C0057,Rekha Patel,52,9514574710,2025-12-25,2025-12-25 19:31:00,Cold Coffee,4,1,2.5,1,4.25,3.0,4,,True
V00060,C0057,Rekha Patel,52,9514574710,2025-12-25,2025-12-25 13:05:00,Cold Coffee,3,5,4.0,2,4.25,3.0,4,4.0,False
V00068,C0057,Rekha Patel,52,9514574710,2025-12-25,2025-12-25 13:23:00,Cold Coffee,5,4,4.5,1,4.25,3.0,4,4.0,False
V00422,C0057,Rekha Patel,52,9514574710,2025-12-25,2025-12-25 14:34:00,Cold Coffee,5,2,3.5,2,4.25,3.0,4,4.0,False
V00803,C0057,Rekha Patel,52,9514574710,2025-12-26,2025-12-26 18:18:00,Mocktails,2,1,1.5,1,3.5,3.0,0,4.0,True
V00959,C0057,Rekha Patel,52,9514574710,2025-12-26,2025-12-26 11:51:00,Cold Coffee,5,5,5.0,2,3.5,3.0,0,0.0,False
V01131,C0057,Rekha Patel,52,9514574710,2025-12-27,2025-12-27 19:36:00,Cold Coffee,2,4,3.0,1,2.0,4.0,6,0.0,True
V01593,C0057,Rekha Patel,52,9514574710,2025-12-28,2025-12-28 17:37:00,Cold Coffee,1,3,2.0,2,1.0,3.0,6,6.0,False
V02468,C0057,Rekha Patel,52,9514574710,2025-12-29,2025-12-29 17:05:00,Cold Coffee,3,2,2.5,2,3.0,2.0,1,6.0,True
V03074,C0057,Rekha Patel,52,9514574710,2025-12-31,2025-12-31 21:39:00,Cold Coffee,4,1,2.5,4,4.0,1.0,3,1.0,True
V03522,C0057,Rekha Patel,52,9514574710,2026-01-01,2026-01-01 20:52:00,Cold Coffee,5,1,3.0,2,3.0,3.0,0,3.0,True
V03972,C0057,Rekha Patel,52,9514574710,2026-01-01,2026-01-01 21:38:00,Cold Coffee,1,5,3.0,1,3.0,3.0,0,0.0,False
V04667,C0057,Rekha Patel,52,9514574710,2026-01-03,2026-01-03 12:28:00,Cold Coffee,4,4,4.0,2,4.333333333333333,2.3333333333333335,4,0.0,True
V04681,C0057,Rekha Patel,52,9514574710,2026-01-03,2026-01-03 19:03:00,Cold Coffee,4,2,3.0,2,4.333333333333333,2.3333333333333335,4,4.0,False
V04981,C0057,Rekha Patel,52,9514574710,2026-01-03,2026-01-03 14:06:00,Cold Coffee,5,1,3.0,2,4.333333333333333,2.3333333333333335,4,4.0,False
V06159,C0057,Rekha Patel,52,9514574710,2026-01-06,2026-01-06 12:10:00,Cold Coffee,2,4,3.0,1,3.0,4.0,0,4.0,True
V06488,C0057,Rekha Patel,52,9514574710,2026-01-06,2026-01-06 20:03:00,Cold Coffee,4,4,4.0,4,3.0,4.0,0,0.0,False
V06811,C0057,Rekha Patel,52,9514574710,2026-01-07,2026-01-07 11:15:00,Cold Coffee,1,4,2.5,2,2.0,4.5,5,0.0,True
V06950,C0057,Rekha Patel,52,9514574710,2026-01-07,2026-01-07 13:45:00,Cold Coffee,3,5,4.0,3,2.0,4.5,5,5.0,False
V07531,C0057,Rekha Patel,52,9514574710,2026-01-09,2026-01-09 19:19:00,Cold Coffee,2,1,1.5,3,2.0,1.0,1,5.0,True
V07781,C0057,Rekha Patel,52,9514574710,2026-01-09,2026-01-09 13:44:00,Cold Coffee,2,1,1.5,4,2.0,1.0,1,1.0,False
V00029,C0058,Kritika Khan,20,9860276843,2025-12-25,2025-12-25 18:38:00,Chicken Roll,2,3,2.5,1,2.0,3.0,6,,True
V00574,C0058,Kritika Khan,20,9860276843,2025-12-26,2025-12-26 13:56:00,Chicken Roll,2,1,1.5,1,2.5,2.0,1,6.0,True
V00593,C0058,Kritika Khan,20,9860276843,2025-12-26,2025-12-26 21:29:00,Chicken Roll,5,2,3.5,2,2.5,2.0,1,1.0,False
V00629,C0058,Kritika Khan,20,9860276843,2025-12-26,2025-12-26 20:52:00,Chicken Roll,1,3,2.0,1,2.5,2.0,1,1.0,False
V00662,C0058,Kritika Khan,20,9860276843,2025-12-26,2025-12-26 18:39:00,Chicken Roll,2,2,2.0,3,2.5,2.0,1,1.0,False
V01627,C0058,Kritika Khan,20,9860276843,2025-12-28,2025-12-28 12:56:00,Chicken Roll,3,3,3.0,1,3.0,3.3333333333333335,0,1.0,True
V01677,C0058,Kritika Khan,20,9860276843,2025-12-28,2025-12-28 11:00:00,Chicken Roll,4,2,3.0,1,3.0,3.3333333333333335,0,0.0,False
V01885,C0058,Kritika Khan,20,9860276843,2025-12-28,2025-12-28 21:52:00,Chicken Roll,2,5,3.5,1,3.0,3.3333333333333335,0,0.0,False
V02033,C0058,Kritika Khan,20,9860276843,2025-12-29,2025-12-29 11:54:00,Chicken Roll,5,4,4.5,2,4.0,2.75,4,0.0,True
V02133,C0058,Kritika Khan,20,9860276843,2025-12-29,2025-12-29 17:31:00,Chicken Roll,3,4,3.5,3,4.0,2.75,4,4.0,False
V02207,C0058,Kritika Khan,20,9860276843,2025-12-29,2025-12-29 18:25:00,Chicken Roll,5,2,3.5,2,4.0,2.75,4,4.0,False
V02371,C0058,Kritika Khan,20,9860276843,2025-12-29,2025-12-29 21:34:00,Chicken Roll,3,1,2.0,2,4.0,2.75,4,4.0,False
V03246,C0058,Kritika Khan,20,9860276843,2025-12-31,2025-12-31 14:33:00,Chicken Roll,5,4,4.5,2,5.0,4.0,2,4.0,True
V03666,C0058,Kritika Khan,20,9860276843,2026-01-01,2026-01-01 18:07:00,Chicken Roll,3,2,2.5,1,3.5,2.0,3,2.0,True
V03966,C0058,Kritika Khan,20,9860276843,2026-01-01,2026-01-01 13:44:00,Chicken Roll,4,2,3.0,2,3.5,2.0,3,3.0,False
V04017,C0058,Kritika Khan,20,9860276843,2026-01-02,2026-01-02 18:41:00,Chicken Roll,4,4,4.0,2,3.6666666666666665,2.3333333333333335,3,3.0,False
V04395,C0058,Kritika Khan,20,9860276843,2026-01-02,2026-01-02 18:47:00,Chicken Roll,5,2,3.5,2,3.6666666666666665,2.3333333333333335,3,3.0,False
V04401,C0058,Kritika Khan,20,9860276843,2026-01-02,2026-01-02 11:45:00,Chicken Roll,2,1,1.5,2,3.6666666666666665,2.3333333333333335,3,3.0,False
V05374,C0058,Kritika Khan,20,9860276843,2026-01-04,2026-01-04 18:07:00,Chicken Roll,2,5,3.5,2,2.0,5.0,5,3.0,True
V05621,C0058,Kritika Khan,20,9860276843,2026-01-05,2026-01-05 21:54:00,Chicken Roll,2,1,1.5,1,2.0,2.5,1,5.0,True
V05802,C0058,Kritika Khan,20,9860276843,2026-01-05,2026-01-05 19:10:00,Chicken Roll,2,4,3.0,1,2.0,2.5,1,1.0,False
V06025,C0058,Kritika Khan,20,9860276843,2026-01-06,2026-01-06 21:43:00,Chicken Roll,4,5,4.5,2,4.0,5.0,2,1.0,True
V07001,C0058,Kritika Khan,20,9860276843,2026-01-08,2026-01-08 20:15:00,Pasta Alfredo,4,2,3.0,1,4.0,2.0,3,2.0,True
V07613,C0058,Kritika Khan,20,9860276843,2026-01-09,2026-01-09 20:18:00,Chicken Roll,4,1,2.5,3,4.0,1.0,3,3.0,False
V00373,C0059,Hemant Chauhan,23,9313117857,2025-12-25,2025-12-25 12:31:00,Veg Biryani,2,3,2.5,3,2.0,3.0,6,,True
V01526,C0059,Hemant Chauhan,23,9313117857,2025-12-28,2025-12-28 14:43:00,Soft Drinks,3,4,3.5,2,4.0,4.5,2,6.0,True
V01993,C0059,Hemant Chauhan,23,9313117857,2025-12-28,2025-12-28 18:10:00,Veg Biryani,5,5,5.0,2,4.0,4.5,2,2.0,False
V02104,C0059,Hemant Chauhan,23,9313117857,2025-12-29,2025-12-29 17:11:00,Mixed Fruit Juice,4,5,4.5,2,3.3333333333333335,4.0,0,2.0,True
V02255,C0059,Hemant Chauhan,23,9313117857,2025-12-29,2025-12-29 13:04:00,Veg Biryani,1,2,1.5,4,3.3333333333333335,4.0,0,0.0,False
V02285,C0059,Hemant Chauhan,23,9313117857,2025-12-29,2025-12-29 19:06:00,Veg Biryani,5,5,5.0,1,3.3333333333333335,4.0,0,0.0,False
V03157,C0059,Hemant Chauhan,23,9313117857,2025-12-31,2025-12-31 18:25:00,Veg Biryani,4,3,3.5,1,3.5,4.0,2,0.0,True
V03250,C0059,Hemant Chauhan,23,9313117857,2025-12-31,2025-12-31 18:23:00,Veg Biryani,3,5,4.0,2,3.5,4.0,2,2.0,False
V04358,C0059,Hemant Chauhan,23,9313117857,2026-01-02,2026-01-02 18:35:00,Veg Biryani,2,5,3.5,2,2.0,5.0,5,2.0,True
V04721,C0059,Hemant Chauhan,23,9313117857,2026-01-03,2026-01-03 21:25:00,Veg Biryani,2,3,2.5,1,1.6666666666666667,2.6666666666666665,6,5.0,True
V04817,C0059,Hemant Chauhan,23,9313117857,2026-01-03,2026-01-03 11:18:00,Veg Biryani,2,4,3.0,2,1.6666666666666667,2.6666666666666665,6,6.0,False
V04991,C0059,Hemant Chauhan,23,9313117857,2026-01-03,2026-01-03 18:29:00,Veg Biryani,1,1,1.0,1,1.6666666666666667,2.6666666666666665,6,6.0,False
V05208,C0059,Hemant Chauhan,23,9313117857,2026-01-04,2026-01-04 20:17:00,Veg Biryani,4,1,2.5,3,3.8,1.8,3,6.0,True
V05223,C0059,Hemant Chauhan,23,9313117857,2026-01-04,2026-01-04 20:23:00,Veg Biryani,4,1,2.5,1,3.8,1.8,3,3.0,False
V05263,C0059,Hemant Chauhan,23,9313117857,2026-01-04,2026-01-04 14:48:00,Veg Biryani,3,3,3.0,2,3.8,1.8,3,3.0,False
V05322,C0059,Hemant Chauhan,23,9313117857,2026-01-04,2026-01-04 19:56:00,Veg Biryani,5,3,4.0,2,3.8,1.8,3,3.0,False
V05426,C0059,Hemant Chauhan,23,9313117857,2026-01-04,2026-01-04 20:58:00,Veg Biryani,3,1,2.0,1,3.8,1.8,3,3.0,False
V05920,C0059,Hemant Chauhan,23,9313117857,2026-01-05,2026-01-05 14:24:00,Veg Biryani,5,1,3.0,1,5.0,1.0,3,3.0,False
V06117,C0059,Hemant Chauhan,23,9313117857,2026-01-06,2026-01-06 11:27:00,Veg Biryani,1,5,3.0,1,3.0,4.0,0,3.0,True
V06244,C0059,Hemant Chauhan,23,9313117857,2026-01-06,2026-01-06 11:23:00,Paneer Roll,4,5,4.5,3,3.0,4.0,0,0.0,False
V06275,C0059,Hemant Chauhan,23,9313117857,2026-01-06,2026-01-06 19:21:00,Veg Biryani,2,1,1.5,2,3.0,4.0,0,0.0,False
V06335,C0059,Hemant Chauhan,23,9313117857,2026-01-06,2026-01-06 20:57:00,Veg Biryani,5,4,4.5,2,3.0,4.0,0,0.0,False
V06380,C0059,Hemant Chauhan,23,9313117857,2026-01-06,2026-01-06 21:31:00,Cold Coffee,3,5,4.0,2,3.0,4.0,0,0.0,False
V06540,C0059,Hemant Chauhan,23,9313117857,2026-01-07,2026-01-07 11:10:00,Veg Biryani,3,1,2.0,2,3.6,3.0,4,0.0,True
V06586,C0059,Hemant Chauhan,23,9313117857,2026-01-07,2026-01-07 21:05:00,Veg Biryani,3,4,3.5,2,3.6,3.0,4,4.0,False
V06716,C0059,Hemant Chauhan,23,9313117857,2026-01-07,2026-01-07 20:58:00,Chicken Roll,4,4,4.0,2,3.6,3.0,4,4.0,False
V06910,C0059,Hemant Chauhan,23,9313117857,2026-01-07,2026-01-07 12:10:00,Veg Biryani,5,4,4.5,3,3.6,3.0,4,4.0,False
V06940,C0059,Hemant Chauhan,23,9313117857,2026-01-07,2026-01-07 11:59:00,Veg Biryani,3,2,2.5,4,3.6,3.0,4,4.0,False
V07341,C0059,Hemant Chauhan,23,9313117857,2026-01-08,2026-01-08 18:19:00,Veg Biryani,2,3,2.5,2,2.0,3.0,6,4.0,True
V07694,C0059,Hemant Chauhan,23,9313117857,2026-01-09,2026-01-09 17:16:00,Veg Biryani,3,1,2.0,1,1.6666666666666667,3.0,6,6.0,False
V07747,C0059,Hemant Chauhan,23,9313117857,2026-01-09,2026-01-09 11:45:00,Veg Biryani,1,5,3.0,1,1.6666666666666667,3.0,6,6.0,False
V07886,C0059,Hemant Chauhan,23,9313117857,2026-01-09,2026-01-09 11:18:00,Veg Biryani,1,3,2.0,1,1.6666666666666667,3.0,6,6.0,False
V00034,C0060,Amit Sharma,20,9950233229,2025-12-25,2025-12-25 20:33:00,Paneer Roll,2,3,2.5,3,2.5,3.5,0,,True
V00406,C0060,Amit Sharma,20,9950233229,2025-12-25,2025-12-25 14:49:00,Paneer Roll,3,4,3.5,1,2.5,3.5,0,0.0,False
V01032,C0060,Amit Sharma,20,9950233229,2025-12-27,2025-12-27 12:56:00,Veg Biryani,4,5,4.5,1,4.0,5.0,2,0.0,True
V01522,C0060,Amit Sharma,20,9950233229,2025-12-28,2025-12-28 13:03:00,Veg Biryani,5,3,4.0,5,5.0,3.0,4,2.0,True
V02065,C0060,Amit Sharma,20,9950233229,2025-12-29,2025-12-29 11:10:00,Veg Biryani,1,5,3.0,5,2.0,3.6666666666666665,6,4.0,True
V02101,C0060,Amit Sharma,20,9950233229,2025-12-29,2025-12-29 18:21:00,Veg Biryani,2,5,3.5,3,2.0,3.6666666666666665,6,6.0,False
V02102,C0060,Amit Sharma,20,9950233229,2025-12-29,2025-12-29 13:11:00,Veg Biryani,3,1,2.0,1,2.0,3.6666666666666665,6,6.0,False
V03231,C0060,Amit Sharma,20,9950233229,2025-12-31,2025-12-31 17:01:00,Veg Biryani,1,3,2.0,2,2.0,3.0,6,6.0,False
V03360,C0060,Amit Sharma,20,9950233229,2025-12-31,2025-12-31 19:08:00,Veg Biryani,3,3,3.0,1,2.0,3.0,6,6.0,False
V03772,C0060,Amit Sharma,20,9950233229,2026-01-01,2026-01-01 12:10:00,Veg Biryani,5,3,4.0,1,4.5,3.0,4,6.0,True
V03893,C0060,Amit Sharma,20,9950233229,2026-01-01,2026-01-01 20:26:00,Paneer Roll,4,2,3.0,1,4.5,3.0,4,4.0,False
V03943,C0060,Amit Sharma,20,9950233229,2026-01-01,2026-01-01 19:34:00,Veg Biryani,4,2,3.0,2,4.5,3.0,4,4.0,False
V03948,C0060,Amit Sharma,20,9950233229,2026-01-01,2026-01-01 11:29:00,Veg Biryani,5,5,5.0,2,4.5,3.0,4,4.0,False
V04214,C0060,Amit Sharma,20,9950233229,2026-01-02,2026-01-02 14:40:00,Veg Biryani,2,5,3.5,3,2.0,5.0,5,4.0,True
V04953,C0060,Amit Sharma,20,9950233229,2026-01-03,2026-01-03 21:12:00,Veg Biryani,3,3,3.0,3,3.5,3.5,0,5.0,True
V04971,C0060,Amit Sharma,20,9950233229,2026-01-03,2026-01-03 12:54:00,Veg Biryani,4,4,4.0,2,3.5,3.5,0,0.0,False
V05189,C0060,Amit Sharma,20,9950233229,2026-01-04,2026-01-04 21:50:00,Veg Biryani,5,2,3.5,2,4.333333333333333,3.0,4,0.0,True
V05242,C0060,Amit Sharma,20,9950233229,2026-01-04,2026-01-04 17:55:00,Veg Biryani,3,4,3.5,2,4.333333333333333,3.0,4,4.0,False
V05267,C0060,Amit Sharma,20,9950233229,2026-01-04,2026-01-04 21:11:00,Paneer Roll,5,3,4.0,1,4.333333333333333,3.0,4,4.0,False
V05557,C0060,Amit Sharma,20,9950233229,2026-01-05,2026-01-05 21:28:00,Soft Drinks,3,1,2.0,1,4.0,1.5,3,4.0,True
V05571,C0060,Amit Sharma,20,9950233229,2026-01-05,2026-01-05 17:53:00,Veg Biryani,5,2,3.5,2,4.0,1.5,3,3.0,False
V06072,C0060,Amit Sharma,20,9950233229,2026-01-06,2026-01-06 19:52:00,Veg Biryani,3,3,3.0,1,2.5,3.0,0,3.0,True
V06466,C0060,Amit Sharma,20,9950233229,2026-01-06,2026-01-06 20:09:00,Veg Burger,2,3,2.5,1,2.5,3.0,0,0.0,False
V07160,C0060,Amit Sharma,20,9950233229,2026-01-08,2026-01-08 17:54:00,Veg Biryani,5,1,3.0,2,3.5,4.0,2,0.0,True
V07184,C0060,Amit Sharma,20,9950233229,2026-01-08,2026-01-08 19:54:00,Veg Biryani,5,5,5.0,1,3.5,4.0,2,2.0,False
V07251,C0060,Amit Sharma,20,9950233229,2026-01-08,2026-01-08 17:57:00,Veg Biryani,2,5,3.5,2,3.5,4.0,2,2.0,False
V07466,C0060,Amit Sharma,20,9950233229,2026-01-08,2026-01-08 17:42:00,Veg Biryani,2,5,3.5,4,3.5,4.0,2,2.0,False
V07889,C0060,Amit Sharma,20,9950233229,2026-01-09,2026-01-09 17:10:00,Veg Biryani,3,3,3.0,2,3.0,3.0,0,2.0,True
V00148,C0061,Rohan Varshney,60,9830803108,2025-12-25,2025-12-25 14:21:00,Spring Rolls,5,4,4.5,3,5.0,4.0,2,,True
V00977,C0061,Rohan Varshney,60,9830803108,2025-12-26,2025-12-26 17:58:00,Spring Rolls,4,1,2.5,1,4.0,1.0,3,2.0,True
V01190,C0061,Rohan Varshney,60,9830803108,2025-12-27,2025-12-27 21:32:00,Spring Rolls,2,5,3.5,3,2.25,3.5,6,3.0,True
V01305,C0061,Rohan Varshney,60,9830803108,2025-12-27,2025-12-27 11:46:00,Pasta Alfredo,2,4,3.0,2,2.25,3.5,6,6.0,False
V01334,C0061,Rohan Varshney,60,9830803108,2025-12-27,2025-12-27 13:56:00,Spring Rolls,4,1,2.5,1,2.25,3.5,6,6.0,False
V01435,C0061,Rohan Varshney,60,9830803108,2025-12-27,2025-12-27 20:48:00,Spring Rolls,1,4,2.5,1,2.25,3.5,6,6.0,False
V01662,C0061,Rohan Varshney,60,9830803108,2025-12-28,2025-12-28 12:47:00,Spring Rolls,2,2,2.0,1,2.3333333333333335,2.0,1,6.0,True
V01743,C0061,Rohan Varshney,60,9830803108,2025-12-28,2025-12-28 14:13:00,Spring Rolls,1,3,2.0,2,2.3333333333333335,2.0,1,1.0,False
V01990,C0061,Rohan Varshney,60,9830803108,2025-12-28,2025-12-28 11:57:00,Spring Rolls,4,1,2.5,1,2.3333333333333335,2.0,1,1.0,False
V02123,C0061,Rohan Varshney,60,9830803108,2025-12-29,2025-12-29 18:56:00,Spring Rolls,5,1,3.0,1,4.5,3.0,4,1.0,True
V02408,C0061,Rohan Varshney,60,9830803108,2025-12-29,2025-12-29 12:49:00,Spring Rolls,4,5,4.5,1,4.5,3.0,4,4.0,False
V03118,C0061,Rohan Varshney,60,9830803108,2025-12-31,2025-12-31 13:03:00,Spring Rolls,5,4,4.5,1,4.0,4.666666666666667,2,4.0,True
V03258,C0061,Rohan Varshney,60,9830803108,2025-12-31,2025-12-31 12:10:00,Spring Rolls,5,5,5.0,2,4.0,4.666666666666667,2,2.0,False
V03267,C0061,Rohan Varshney,60,9830803108,2025-12-31,2025-12-31 18:27:00,Spring Rolls,2,5,3.5,2,4.0,4.666666666666667,2,2.0,False
V03761,C0061,Rohan Varshney,60,9830803108,2026-01-01,2026-01-01 19:53:00,Spring Rolls,2,4,3.0,1,3.0,3.0,0,2.0,True
